2019-01-02 10:47:00,132.32,132.44,132.25,132.36,26767,78,390
2019-01-02 10:48:00,132.37,132.4,132.24,132.36,20563,79,390
2019-01-02 10:49:00,132.36,132.36,132.14,132.23,11679,80,390
2019-01-02 10:50:00,132.22,132.22,132.08,132.12,11001,81,390
2019-01-02 10:51:00,132.13,132.3,132.08,132.29,8422,82,390
2019-01-02 10:52:00,132.32,132.53,132.28,132.42,53306,83,390
2019-01-02 10:53:00,132.44,132.49,132.3,132.3,80795,84,390
2019-01-02 10:54:00,132.32,132.33,132.25,132.32,51414,85,390
2019-01-02 10:55:00,132.33,132.42,132.3,132.37,16203,86,390
2019-01-02 10:56:00,132.38,132.44,132.37,132.4,13436,87,390
2019-01-02 10:57:00,132.46,132.54,132.41,132.53,17927,88,390
2019-01-02 10:58:00,132.52,132.52,132.37,132.44,18388,89,390
2019-01-02 10:59:00,132.46,132.49,132.32,132.33,20137,90,390
2019-01-02 11:00:00,132.33,132.45,132.18,132.22,24301,91,390
2019-01-02 11:01:00,132.22,132.28,132.12,132.13,13604,92,390
2019-01-02 11:02:00,132.16,132.24,132.13,132.18,14885,93,390
2019-01-02 11:03:00,132.2,132.28,132.14,132.28,17378,94,390
2019-01-02 11:04:00,132.29,132.5,132.29,132.5,20796,95,390
2019-01-02 11:05:00,132.52,132.59,132.49,132.53,13464,96,390
2019-01-02 11:06:00,132.5,132.69,132.48,132.67,22521,97,390
2019-01-02 11:07:00,132.68,132.69,132.52,132.67,15051,98,390
2019-01-02 11:08:00,132.65,132.69,132.61,132.63,12750,99,390
2019-01-02 11:09:00,132.64,132.73,132.61,132.64,27330,100,390
